latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.1762,74.9733,312.2,1.6,1.2,11/5/2023,815,Aqua,MODIS,38,61.03,299.7,8.1,D,0
31.1922,74.8061,329,1.6,1.3,11/5/2023,815,Aqua,MODIS,83,61.03,302.1,42.2,D,0
31.1954,74.8228,315.3,1.6,1.3,11/5/2023,815,Aqua,MODIS,67,61.03,301.3,12.6,D,0
31.2168,76.0975,313,1.4,1.2,11/5/2023,815,Aqua,MODIS,49,61.03,302.6,8.2,D,0
31.2202,75.7145,313.9,1.4,1.2,11/5/2023,815,Aqua,MODIS,59,61.03,301.8,9.1,D,0
31.2277,75.635,315.4,1.5,1.2,11/5/2023,815,Aqua,MODIS,70,61.03,302,12,D,0
31.2287,75.94,315,1.4,1.2,11/5/2023,815,Aqua,MODIS,70,61.03,303.4,9.5,D,0
31.2361,75.0362,313.4,1.6,1.2,11/5/2023,815,Aqua,MODIS,50,61.03,302.5,9.7,D,0
31.2414,75.3239,313.7,1.5,1.2,11/5/2023,815,Aqua,MODIS,65,61.03,302.5,9.8,D,0
31.2442,75.3394,319.5,1.5,1.2,11/5/2023,815,Aqua,MODIS,74,61.03,302.2,19,D,0
31.2549,75.3367,313.5,1.5,1.2,11/5/2023,815,Aqua,MODIS,35,61.03,302,9,D,0
31.2704,75.277,318.1,1.5,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,301.3,15.4,D,0
31.2733,75.2926,313.9,1.5,1.2,11/5/2023,815,Aqua,MODIS,61,61.03,301.6,9.8,D,0
31.2859,75.2403,320.3,1.5,1.2,11/5/2023,815,Aqua,MODIS,72,61.03,303,18.7,D,0
31.2887,74.705,313.3,1.7,1.3,11/5/2023,815,Aqua,MODIS,63,61.03,302.2,10.7,D,0
31.2939,74.9135,319.3,1.6,1.2,11/5/2023,815,Aqua,MODIS,65,61.03,301.9,18.3,D,0
31.2986,73.736,312.7,1.9,1.4,11/5/2023,815,Aqua,MODIS,59,61.03,298.9,14.6,D,0
31.3092,75.1847,311.8,1.6,1.2,11/5/2023,815,Aqua,MODIS,61,61.03,301.4,8.1,D,0
31.3111,73.5801,311.5,2,1.4,11/5/2023,815,Aqua,MODIS,55,61.03,298.6,14.2,D,0
31.3173,74.976,325.9,1.6,1.2,11/5/2023,815,Aqua,MODIS,81,61.03,300.7,33.9,D,0
31.3187,74.6793,314.1,1.7,1.3,11/5/2023,815,Aqua,MODIS,43,61.03,302.4,10.8,D,0
31.3246,74.7063,319.1,1.7,1.3,11/5/2023,815,Aqua,MODIS,51,61.03,301.2,18.9,D,0
31.3251,74.7131,321,1.7,1.3,11/5/2023,815,Aqua,MODIS,75,61.03,301.2,24.2,D,0
31.3261,75.7286,311.1,1.4,1.2,11/5/2023,815,Aqua,MODIS,62,61.03,300.4,7.1,D,0
31.3314,74.8692,318.2,1.6,1.3,11/5/2023,815,Aqua,MODIS,72,61.03,301.6,18.2,D,0
31.3381,74.5955,313.4,1.7,1.3,11/5/2023,815,Aqua,MODIS,35,61.03,300.9,9.7,D,0
31.3459,74.5754,317.2,1.7,1.3,11/5/2023,815,Aqua,MODIS,70,61.03,301.9,17.4,D,0
31.3636,75.2804,317.1,1.5,1.2,11/5/2023,815,Aqua,MODIS,64,61.03,300.9,14.6,D,0
31.3642,74.7312,314.6,1.6,1.3,11/5/2023,815,Aqua,MODIS,66,61.03,301.2,12.8,D,0
31.3674,75.181,325.7,1.5,1.2,11/5/2023,815,Aqua,MODIS,70,61.03,301.3,32.6,D,0
31.3702,74.6408,321,1.7,1.3,11/5/2023,815,Aqua,MODIS,75,61.03,300.6,25.7,D,0
31.3703,75.1968,319.4,1.5,1.2,11/5/2023,815,Aqua,MODIS,74,61.03,301.1,19.6,D,0
31.3724,75.3269,322.1,1.5,1.2,11/5/2023,815,Aqua,MODIS,77,61.03,300.7,23.7,D,0
31.3936,75.3214,318.7,1.5,1.2,11/5/2023,815,Aqua,MODIS,71,61.03,300.9,17.2,D,0
31.4092,73.8209,325.1,1.9,1.3,11/5/2023,815,Aqua,MODIS,79,61.03,300.1,41.8,D,0
31.4171,73.7985,318.7,1.9,1.3,11/5/2023,815,Aqua,MODIS,72,61.03,299.4,27.3,D,0
31.4209,73.8177,313,1.9,1.3,11/5/2023,815,Aqua,MODIS,61,61.03,298.7,14.8,D,0
31.4222,73.7923,313.4,1.9,1.3,11/5/2023,815,Aqua,MODIS,26,61.03,299.1,14.5,D,0
31.4226,75.2977,315.8,1.5,1.2,11/5/2023,815,Aqua,MODIS,62,61.03,302,12.5,D,0
31.4275,75.2408,313.3,1.5,1.2,11/5/2023,815,Aqua,MODIS,41,61.03,301.1,9.1,D,0
31.4333,75.295,314.5,1.5,1.2,11/5/2023,815,Aqua,MODIS,61,61.03,301.6,10.4,D,0
31.4363,74.989,313.9,1.6,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,301.4,11.6,D,0
31.4423,75.0212,311.8,1.6,1.2,11/5/2023,815,Aqua,MODIS,57,61.03,300.7,8,D,0
31.4424,75.4053,312.8,1.5,1.2,11/5/2023,815,Aqua,MODIS,65,61.03,301.8,9,D,0
31.4453,73.9064,311.1,1.9,1.3,11/5/2023,815,Aqua,MODIS,55,61.03,299.2,10.5,D,0
31.4514,75.0693,313,1.6,1.2,11/5/2023,815,Aqua,MODIS,64,61.03,301.3,11.5,D,0
31.4544,75.0853,310.6,1.6,1.2,11/5/2023,815,Aqua,MODIS,58,61.03,300.5,7.9,D,0
31.4615,74.8748,322.3,1.6,1.2,11/5/2023,815,Aqua,MODIS,77,61.03,302,27.6,D,0
31.4615,74.8798,320.4,1.6,1.2,11/5/2023,815,Aqua,MODIS,75,61.03,301.7,22.7,D,0
31.469,73.7794,310.3,1.9,1.3,11/5/2023,815,Aqua,MODIS,50,61.03,298.4,10.3,D,0
31.4718,75.4455,315,1.5,1.2,11/5/2023,815,Aqua,MODIS,63,61.03,301.8,10.7,D,0
31.4805,73.8368,314,1.9,1.3,11/5/2023,815,Aqua,MODIS,63,61.03,298.9,17.6,D,0
31.4843,73.8558,314,1.9,1.3,11/5/2023,815,Aqua,MODIS,63,61.03,298.4,17.6,D,0
31.4915,75.042,312.2,1.6,1.2,11/5/2023,815,Aqua,MODIS,61,61.03,299.5,9.7,D,0
31.4926,75.0367,311.6,1.6,1.2,11/5/2023,815,Aqua,MODIS,61,61.03,299.5,9.3,D,0
31.5013,75.1561,313.3,1.5,1.2,11/5/2023,815,Aqua,MODIS,65,61.03,299.7,11.9,D,0
31.5039,75.3508,316.6,1.5,1.2,11/5/2023,815,Aqua,MODIS,70,61.03,301.8,13.7,D,0
31.5071,75.1875,310.8,1.5,1.2,11/5/2023,815,Aqua,MODIS,51,61.03,300.2,7.4,D,0
31.512,74.5912,311.9,1.7,1.3,11/5/2023,815,Aqua,MODIS,60,61.03,299.8,11.5,D,0
31.5478,75.5297,313.4,1.5,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,301.9,7.8,D,0
31.5488,73.7705,315.4,1.9,1.3,11/5/2023,815,Aqua,MODIS,66,61.03,297.8,20.8,D,0
31.573,75.3439,317.1,1.5,1.2,11/5/2023,815,Aqua,MODIS,0,61.03,302.7,14.5,D,0
31.6005,73.5663,310.5,1.9,1.4,11/5/2023,815,Aqua,MODIS,51,61.03,298.2,11.2,D,0
31.6335,75.6113,312.7,1.4,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,301,8.5,D,0
31.6892,73.8867,310.7,1.8,1.3,11/5/2023,815,Aqua,MODIS,53,61.03,298.9,9.8,D,0
31.7468,74.18,311.5,1.8,1.3,11/5/2023,815,Aqua,MODIS,57,61.03,299.3,11.9,D,0
31.7582,75.6036,311.1,1.4,1.2,11/5/2023,815,Aqua,MODIS,64,61.03,300.7,7.7,D,0
31.8396,75.2723,313,1.5,1.2,11/5/2023,815,Aqua,MODIS,67,61.03,302.3,8.4,D,0
31.8484,75.1405,312.6,1.5,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,302.5,8.4,D,0
31.8686,73.7255,312.3,1.9,1.3,11/5/2023,815,Aqua,MODIS,60,61.03,299.3,11.4,D,0
31.8902,74.3754,311.5,1.7,1.3,11/5/2023,815,Aqua,MODIS,60,61.03,301,11.1,D,0
31.8982,73.6497,313.3,1.9,1.3,11/5/2023,815,Aqua,MODIS,56,61.03,299.1,12.6,D,0
31.902,73.6689,322,1.9,1.3,11/5/2023,815,Aqua,MODIS,76,61.03,299.8,32.4,D,0
31.9138,74.6196,311.8,1.6,1.3,11/5/2023,815,Aqua,MODIS,54,61.03,300.7,11.9,D,0
31.9372,74.3211,316.5,1.7,1.3,11/5/2023,815,Aqua,MODIS,70,61.03,300.7,18.6,D,0
31.9454,75.4609,312,1.4,1.2,11/5/2023,815,Aqua,MODIS,66,61.03,300.2,9.4,D,0
31.9592,73.8329,311.3,1.8,1.3,11/5/2023,815,Aqua,MODIS,57,61.03,299.1,9.6,D,0
31.9656,73.7066,317,1.9,1.3,11/5/2023,815,Aqua,MODIS,64,61.03,299.2,19.4,D,0
31.9717,73.7099,315.5,1.9,1.3,11/5/2023,815,Aqua,MODIS,67,61.03,299.5,17,D,0
31.985,73.6811,313,1.9,1.3,11/5/2023,815,Aqua,MODIS,56,61.03,299.1,11.7,D,0
31.9891,73.5167,312.8,1.9,1.4,11/5/2023,815,Aqua,MODIS,61,61.03,298.3,15.5,D,0
31.9976,73.4033,311.2,1.9,1.4,11/5/2023,815,Aqua,MODIS,53,61.03,297.5,12,D,0
32.063,74.4254,314.8,1.7,1.3,11/5/2023,815,Aqua,MODIS,68,61.03,301.1,15.5,D,0
32.0707,75.2162,312.2,1.5,1.2,11/5/2023,815,Aqua,MODIS,67,61.03,299.9,10.4,D,0
32.0791,75.262,314.5,1.5,1.2,11/5/2023,815,Aqua,MODIS,71,61.03,300.5,13.6,D,0
32.0824,75.2559,311.3,1.5,1.2,11/5/2023,815,Aqua,MODIS,21,61.03,300.3,7.8,D,0
32.1402,73.5853,312.6,1.9,1.3,11/5/2023,815,Aqua,MODIS,63,61.03,299.2,13.6,D,0
32.1407,73.8686,317.5,1.8,1.3,11/5/2023,815,Aqua,MODIS,71,61.03,299.7,20.3,D,0
32.2175,73.6644,313.1,1.9,1.3,11/5/2023,815,Aqua,MODIS,64,61.03,300.5,14.1,D,0
32.2213,73.6833,314,1.8,1.3,11/5/2023,815,Aqua,MODIS,66,61.03,300.5,15.9,D,0
32.2694,73.8666,312.1,1.8,1.3,11/5/2023,815,Aqua,MODIS,62,61.03,301.3,10.2,D,0
32.3259,73.9213,316.6,1.8,1.3,11/5/2023,815,Aqua,MODIS,71,61.03,302,16.8,D,0
19.9232,73.8986,301.5,1.1,1,11/5/2023,1658,Terra,MODIS,41,61.03,287.2,5.8,N,0
23.7598,86.4035,310.3,1,1,11/5/2023,2020,Aqua,MODIS,67,61.03,295.3,9.6,N,2
23.7702,86.395,307.7,1,1,11/5/2023,2020,Aqua,MODIS,72,61.03,297.4,8.3,N,2
23.779,86.3929,312.6,1,1,11/5/2023,2020,Aqua,MODIS,73,61.03,296.7,10.7,N,2
20.9777,86.0087,301.4,1,1,11/5/2023,2021,Aqua,MODIS,41,61.03,288.7,4.1,N,0
22.0462,83.7426,302.4,1.3,1.1,11/5/2023,2021,Aqua,MODIS,49,61.03,292,8.4,N,0
30.7667,76.0156,306.3,1.1,1.1,11/6/2023,504,Terra,MODIS,53,61.03,291.7,4.8,D,0
31.0587,77.8194,300.6,1,1,11/6/2023,504,Terra,MODIS,35,61.03,287.5,4,D,0
27.8869,79.7421,319.4,1.1,1,11/6/2023,505,Terra,MODIS,74,61.03,299.3,13.9,D,0
28.2162,80.1749,317.5,1.1,1.1,11/6/2023,505,Terra,MODIS,72,61.03,299.5,8.7,D,0
28.2256,80.1768,314.2,1.1,1.1,11/6/2023,505,Terra,MODIS,21,61.03,300,5.1,D,0
22.0369,83.7395,310.7,2.5,1.5,11/6/2023,506,Terra,MODIS,60,61.03,300.5,19.3,D,0
22.0414,83.7351,312.4,2.5,1.5,11/6/2023,506,Terra,MODIS,66,61.03,301.1,24.6,D,0
22.5612,79.8424,314.9,1.3,1.1,11/6/2023,506,Terra,MODIS,65,61.03,302.6,6.8,D,0
22.7535,78.5141,314.3,1.1,1,11/6/2023,506,Terra,MODIS,60,61.03,300.7,6.4,D,0
22.7552,78.5036,315.1,1.1,1,11/6/2023,506,Terra,MODIS,62,61.03,301.3,7,D,0
22.8303,78.3731,313.1,1.1,1,11/6/2023,506,Terra,MODIS,59,61.03,300.5,5.5,D,0
22.8667,78.5471,315,1.1,1,11/6/2023,506,Terra,MODIS,64,61.03,301.2,6.6,D,0
22.9307,78.6239,315.4,1.1,1.1,11/6/2023,506,Terra,MODIS,65,61.03,301.6,8.2,D,0
23.0095,77.5748,313,1,1,11/6/2023,506,Terra,MODIS,55,61.03,300.9,5.1,D,0
23.0137,78.323,312.8,1.1,1,11/6/2023,506,Terra,MODIS,56,61.03,299.6,6.6,D,0
24.2225,77.4967,316.4,1,1,11/6/2023,506,Terra,MODIS,56,61.03,302.6,5.3,D,0
24.2845,77.4476,319,1,1,11/6/2023,506,Terra,MODIS,60,61.03,303.8,6.7,D,0
24.3053,77.4912,316,1,1,11/6/2023,506,Terra,MODIS,36,61.03,302.2,4.4,D,0
24.3068,77.4814,319.6,1,1,11/6/2023,506,Terra,MODIS,64,61.03,303.2,7.4,D,0
24.3082,77.4717,326.5,1,1,11/6/2023,506,Terra,MODIS,77,61.03,303.7,14.6,D,0
24.3426,77.5542,317.5,1,1,11/6/2023,506,Terra,MODIS,61,61.03,302.9,6.2,D,0
24.3553,78.079,316.4,1,1,11/6/2023,506,Terra,MODIS,58,61.03,302.9,5.5,D,0
24.3675,77.4486,321.9,1,1,11/6/2023,506,Terra,MODIS,71,61.03,303.7,10.6,D,0
24.4951,78.6714,319.2,1.1,1,11/6/2023,506,Terra,MODIS,63,61.03,302.5,8.7,D,0
24.5935,77.9705,313.9,1,1,11/6/2023,506,Terra,MODIS,44,61.03,301.2,4.5,D,0
24.7152,77.9031,315.2,1,1,11/6/2023,506,Terra,MODIS,54,61.03,301.8,5.3,D,0
25.0856,76.9604,319.2,1,1,11/6/2023,506,Terra,MODIS,65,61.03,303.5,7.3,D,0
25.3078,79.4211,321.6,1.1,1.1,11/6/2023,506,Terra,MODIS,42,61.03,303.3,12,D,0
25.3114,79.3992,327.9,1.1,1.1,11/6/2023,506,Terra,MODIS,63,61.03,302.5,19.7,D,0
25.3189,79.4119,320.9,1.1,1.1,11/6/2023,506,Terra,MODIS,69,61.03,302.2,11.7,D,0
25.4471,76.6219,324.1,1,1,11/6/2023,506,Terra,MODIS,75,61.03,301.8,11.4,D,0
25.4485,76.6122,331.8,1,1,11/6/2023,506,Terra,MODIS,83,61.03,302.4,21.2,D,0
25.4546,79.7142,319.8,1.2,1.1,11/6/2023,506,Terra,MODIS,70,61.03,302.8,10.5,D,0
25.4649,76.5709,319.7,1,1,11/6/2023,506,Terra,MODIS,51,61.03,302,8.1,D,0
25.4724,76.5822,322.8,1,1,11/6/2023,506,Terra,MODIS,73,61.03,302.1,10.3,D,0
25.4737,76.5724,349.9,1,1,11/6/2023,506,Terra,MODIS,83,61.03,302.8,52.8,D,0
25.4851,76.6845,330.4,1,1,11/6/2023,506,Terra,MODIS,82,61.03,302,20.3,D,0
25.5833,76.5772,321.5,1,1,11/6/2023,506,Terra,MODIS,62,61.03,295.9,10.1,D,0
25.6055,77.0672,314.1,1,1,11/6/2023,506,Terra,MODIS,53,61.03,301.1,4.5,D,0
25.7286,76.5876,325,1,1,11/6/2023,506,Terra,MODIS,76,61.03,297.8,13.4,D,0
25.73,76.5777,319.3,1,1,11/6/2023,506,Terra,MODIS,66,61.03,297.5,7.2,D,0
25.7902,76.6748,339.2,1,1,11/6/2023,506,Terra,MODIS,89,61.03,302.9,33.2,D,0
25.7916,76.665,318.5,1,1,11/6/2023,506,Terra,MODIS,63,61.03,302.1,7.2,D,0
25.7977,76.6861,317.7,1,1,11/6/2023,506,Terra,MODIS,61,61.03,302.2,6.4,D,0
25.8448,76.6196,319.9,1,1,11/6/2023,506,Terra,MODIS,69,61.03,301.8,8.6,D,0
25.8482,76.6605,316.4,1,1,11/6/2023,506,Terra,MODIS,53,61.03,300.8,5.6,D,0
25.857,76.662,318.7,1,1,11/6/2023,506,Terra,MODIS,67,61.03,302.4,7.6,D,0
25.9809,79.5047,312.9,1.1,1.1,11/6/2023,506,Terra,MODIS,49,61.03,300.9,4.9,D,0
25.9883,76.9078,313,1,1,11/6/2023,506,Terra,MODIS,45,61.03,298.7,4,D,0
26.0035,79.018,314.9,1.1,1,11/6/2023,506,Terra,MODIS,58,61.03,301.3,6.7,D,0
26.1062,79.4793,314.9,1.1,1.1,11/6/2023,506,Terra,MODIS,59,61.03,301,7.4,D,0
19.4388,77.903,321.5,1.1,1.1,11/6/2023,507,Terra,MODIS,75,61.03,300.3,12.6,D,0
19.4404,77.8925,319.4,1.1,1.1,11/6/2023,507,Terra,MODIS,72,61.03,300,10.2,D,0
20.8066,78.0201,319.1,1.1,1,11/6/2023,507,Terra,MODIS,73,61.03,294.8,12.9,D,0
20.8082,78.0098,316.9,1.1,1,11/6/2023,507,Terra,MODIS,68,61.03,294.1,10.8,D,0
20.8125,78.0272,322.3,1.1,1,11/6/2023,507,Terra,MODIS,74,61.03,296.3,15.3,D,0
20.8891,73.3218,313.4,1.2,1.1,11/6/2023,507,Terra,MODIS,39,61.03,301.6,5.9,D,0
21.0783,79.7848,316.1,1.4,1.2,11/6/2023,507,Terra,MODIS,71,61.03,299.5,12.2,D,0
21.0807,79.7794,313.3,1.4,1.2,11/6/2023,507,Terra,MODIS,59,61.03,299.6,8.6,D,2
21.9678,79.0757,314,1.2,1.1,11/6/2023,507,Terra,MODIS,63,61.03,301.9,6.2,D,0
22.2164,79.6894,320.9,1.3,1.1,11/6/2023,507,Terra,MODIS,75,61.03,304.3,13.5,D,0
22.2989,79.7492,321.3,1.3,1.1,11/6/2023,507,Terra,MODIS,75,61.03,304.1,13.7,D,0
22.3999,79.5696,314.4,1.3,1.1,11/6/2023,507,Terra,MODIS,59,61.03,302.7,8,D,0
22.4682,79.8443,318.1,1.3,1.1,11/6/2023,507,Terra,MODIS,66,61.03,304.1,11,D,0
22.6273,77.716,317.5,1,1,11/6/2023,507,Terra,MODIS,68,61.03,301.8,6.8,D,0
22.6687,77.9855,316.4,1.1,1,11/6/2023,507,Terra,MODIS,56,61.03,303.1,5.5,D,0
22.6691,78.3422,315.1,1.1,1,11/6/2023,507,Terra,MODIS,61,61.03,302.8,6.8,D,0
22.6828,77.7155,316,1,1,11/6/2023,507,Terra,MODIS,64,61.03,303,5.2,D,0
22.6948,77.4555,323.1,1,1,11/6/2023,507,Terra,MODIS,76,61.03,303.4,11.9,D,0
22.7172,77.4894,320.3,1,1,11/6/2023,507,Terra,MODIS,72,61.03,303.9,10.2,D,0
22.7235,78.2841,314,1.1,1,11/6/2023,507,Terra,MODIS,59,61.03,300.3,6.5,D,0
17.6433,80.9899,314.5,1.9,1.3,11/6/2023,508,Terra,MODIS,52,61.03,294.9,16.4,D,0
18.1509,80.719,310.7,1.8,1.3,11/6/2023,508,Terra,MODIS,0,61.03,293.8,12,D,0
18.7398,78.1121,318.3,1.2,1.1,11/6/2023,508,Terra,MODIS,65,61.03,290.3,14.9,D,0
18.7415,78.1013,320,1.2,1.1,11/6/2023,508,Terra,MODIS,75,61.03,292.3,16.3,D,0
18.8134,78.2319,310.6,1.2,1.1,11/6/2023,508,Terra,MODIS,52,61.03,287,5.7,D,0
13.3883,76.4108,307.9,1.1,1.1,11/6/2023,509,Terra,MODIS,38,61.03,290,3.7,D,0
13.3967,76.3979,316.8,1.1,1.1,11/6/2023,509,Terra,MODIS,73,61.03,291.6,10.3,D,0
13.4045,76.4094,328.1,1.1,1.1,11/6/2023,509,Terra,MODIS,84,61.03,292.4,23.9,D,0
13.6652,76.7634,315.7,1.2,1.1,11/6/2023,509,Terra,MODIS,60,61.03,293.1,9.9,D,0
13.9851,77.4795,319.2,1.3,1.1,11/6/2023,509,Terra,MODIS,74,61.03,296.1,10.4,D,0
14.0756,76.6847,318.4,1.1,1.1,11/6/2023,509,Terra,MODIS,63,61.03,294.3,11.9,D,0
14.56,76.4723,308.3,1.1,1,11/6/2023,509,Terra,MODIS,47,61.03,279.4,8.2,D,0
10.8652,78.7139,313.9,1.7,1.3,11/6/2023,510,Terra,MODIS,58,61.03,294.3,13,D,0
17.3396,95.9186,318.8,1.1,1.1,11/6/2023,714,Aqua,MODIS,69,61.03,297.9,11.7,D,0
17.449,96.5736,316.5,1.1,1,11/6/2023,714,Aqua,MODIS,65,61.03,300.4,5.8,D,0
17.7395,96.8514,319.1,1,1,11/6/2023,714,Aqua,MODIS,58,61.03,301.5,6.1,D,0
17.7512,95.1336,313.8,1.2,1.1,11/6/2023,714,Aqua,MODIS,60,61.03,298.2,6.4,D,0
17.8083,96.8139,322.9,1,1,11/6/2023,714,Aqua,MODIS,76,61.03,301.1,10.4,D,0
18.1419,96.828,314.3,1,1,11/6/2023,714,Aqua,MODIS,56,61.03,299.8,5.4,D,0
23.7887,94.2086,310.1,1.1,1.1,11/6/2023,715,Aqua,MODIS,65,61.03,298.2,5.7,D,0
24.9795,94.0113,323.7,1.1,1.1,11/6/2023,716,Aqua,MODIS,81,61.03,297,20.9,D,0
24.9812,94.0216,319,1.1,1.1,11/6/2023,716,Aqua,MODIS,76,61.03,299.1,15.3,D,0
25.2405,96.9968,311.4,1,1,11/6/2023,716,Aqua,MODIS,65,61.03,297.4,6.3,D,0
25.4785,97.1221,309.2,1,1,11/6/2023,716,Aqua,MODIS,61,61.03,298.5,5.2,D,0
25.6463,96.674,310.8,1,1,11/6/2023,716,Aqua,MODIS,54,61.03,298.7,4.8,D,0
25.6825,93.7777,305.2,1.1,1.1,11/6/2023,716,Aqua,MODIS,55,61.03,294.9,4.3,D,0
25.7318,96.6221,316,1,1,11/6/2023,716,Aqua,MODIS,66,61.03,299.7,8.6,D,0
25.7523,96.6388,320.6,1,1,11/6/2023,716,Aqua,MODIS,78,61.03,301.7,12.2,D,0
25.821,96.3487,308.8,1,1,11/6/2023,716,Aqua,MODIS,62,61.03,297.5,5.6,D,0
25.8273,96.6505,311.2,1,1,11/6/2023,716,Aqua,MODIS,66,61.03,300.6,5.3,D,0
26.1186,94.6152,310.1,1,1,11/6/2023,716,Aqua,MODIS,66,61.03,293,9.4,D,0
26.1201,94.6252,309.8,1,1,11/6/2023,716,Aqua,MODIS,66,61.03,293.8,9.1,D,0
26.6066,94.7221,307.1,1,1,11/6/2023,716,Aqua,MODIS,50,61.03,296.1,5.1,D,0
26.6081,94.7322,306.7,1,1,11/6/2023,716,Aqua,MODIS,52,61.03,295.8,5.1,D,0
26.6528,92.1804,313,1.3,1.1,11/6/2023,716,Aqua,MODIS,62,61.03,299.7,7.9,D,0
27.4721,96.1513,311.6,1,1,11/6/2023,716,Aqua,MODIS,68,61.03,298.6,6.4,D,0
27.7171,96.2597,311.6,1,1,11/6/2023,716,Aqua,MODIS,66,61.03,298.2,6,D,0
29.1221,89.2436,308,1.8,1.3,11/6/2023,717,Aqua,MODIS,45,61.03,290.3,13.1,D,0
29.4672,94.7734,306.1,1,1,11/6/2023,717,Aqua,MODIS,0,61.03,295.6,8.1,D,0
29.7058,90.6466,301.8,1.4,1.2,11/6/2023,717,Aqua,MODIS,36,61.03,281.9,9.6,D,0
19.3715,71.3538,310,1.1,1,11/6/2023,853,Aqua,MODIS,24,61.03,297,6,D,3
22.3381,79.8642,318.8,2.6,1.5,11/6/2023,853,Aqua,MODIS,51,61.03,301.2,21.9,D,0
22.4441,79.7472,316.4,2.5,1.5,11/6/2023,853,Aqua,MODIS,58,61.03,302.1,23,D,0
22.6314,77.6945,322,1.8,1.3,11/6/2023,854,Aqua,MODIS,71,61.03,304.6,17.8,D,0
22.6667,77.7963,322.3,1.8,1.3,11/6/2023,854,Aqua,MODIS,69,61.03,304.8,19.3,D,0
22.676,77.8057,321.2,1.8,1.3,11/6/2023,854,Aqua,MODIS,35,61.03,304.7,16.1,D,0
22.708,77.5559,321.7,1.8,1.3,11/6/2023,854,Aqua,MODIS,51,61.03,304.2,18,D,0
22.7196,77.5544,320.9,1.8,1.3,11/6/2023,854,Aqua,MODIS,17,61.03,303.9,18.3,D,0
22.7267,77.5479,320.9,1.8,1.3,11/6/2023,854,Aqua,MODIS,23,61.03,303.4,20.4,D,0
22.791,77.9734,318.7,1.9,1.3,11/6/2023,854,Aqua,MODIS,64,61.03,303.2,17.1,D,0
22.7954,77.9673,316.8,1.9,1.3,11/6/2023,854,Aqua,MODIS,59,61.03,303,13.9,D,0
23.2435,69.0165,318.9,1.2,1.1,11/6/2023,854,Aqua,MODIS,25,61.03,303.1,6.7,D,0
24.748,77.1482,318.1,1.8,1.3,11/6/2023,854,Aqua,MODIS,49,61.03,299.9,15.9,D,0
25.1871,72.5178,329.3,1,1,11/6/2023,854,Aqua,MODIS,76,61.03,306.9,15.3,D,0
25.2567,75.6978,317.2,1.4,1.2,11/6/2023,854,Aqua,MODIS,40,61.03,301.1,10.1,D,0
25.3897,76.8764,324.2,1.7,1.3,11/6/2023,854,Aqua,MODIS,74,61.03,302.7,26.8,D,0
25.3914,76.8933,327.1,1.7,1.3,11/6/2023,854,Aqua,MODIS,77,61.03,301.3,35.4,D,0
25.3932,76.8816,332.8,1.7,1.3,11/6/2023,854,Aqua,MODIS,83,61.03,302.6,51,D,0
25.395,76.8985,318.9,1.7,1.3,11/6/2023,854,Aqua,MODIS,57,61.03,300.9,16.8,D,0
25.4779,76.6226,330.8,1.7,1.3,11/6/2023,854,Aqua,MODIS,48,61.03,299.3,43.9,D,0
25.6079,76.5667,321.2,1.7,1.3,11/6/2023,854,Aqua,MODIS,31,61.03,301.2,18.2,D,0
25.6097,76.583,319,1.7,1.3,11/6/2023,854,Aqua,MODIS,41,61.03,301.3,13.3,D,0
25.6269,76.5245,317,1.6,1.3,11/6/2023,854,Aqua,MODIS,9,61.03,297.3,11.7,D,0
25.6451,76.588,319.7,1.7,1.3,11/6/2023,854,Aqua,MODIS,34,61.03,302,14.2,D,0
25.6884,76.5657,322.8,1.7,1.3,11/6/2023,854,Aqua,MODIS,67,61.03,297.5,22,D,0
25.737,76.6034,327,1.7,1.3,11/6/2023,854,Aqua,MODIS,63,61.03,300.8,29.6,D,0
26.0562,78.7502,315.8,2.4,1.5,11/6/2023,854,Aqua,MODIS,37,61.03,298.7,18.6,D,0
27.7664,69.4014,315.9,1,1,11/6/2023,855,Aqua,MODIS,50,61.03,302.1,6.1,D,0
28.2628,69.2651,324.6,1,1,11/6/2023,855,Aqua,MODIS,72,61.03,301.2,16.1,D,0
28.2645,69.2755,318.8,1,1,11/6/2023,855,Aqua,MODIS,68,61.03,301.5,9.8,D,0
28.8703,70.5425,320.5,1,1,11/6/2023,855,Aqua,MODIS,67,61.03,300.4,11.7,D,0
29.2027,73.4942,320.4,1.2,1.1,11/6/2023,855,Aqua,MODIS,63,61.03,302.8,12.3,D,0
29.217,73.5294,345.3,1.2,1.1,11/6/2023,855,Aqua,MODIS,92,61.03,302.5,56.2,D,0
29.2181,73.5236,326.3,1.2,1.1,11/6/2023,855,Aqua,MODIS,76,61.03,302.1,19.7,D,0
29.2195,73.5359,323.6,1.2,1.1,11/6/2023,855,Aqua,MODIS,70,61.03,302.2,15.9,D,0
29.3012,75.722,317.2,1.6,1.3,11/6/2023,855,Aqua,MODIS,63,61.03,302.6,15.1,D,0
